|circuitId|url|circuitName|Location.lat|Location.long|Location.locality|Location.country|season|round|date|time|race name|fastest|mean_s|median_s|std dev_s|mean_p|median_p|std dev_p
0|albert_park|http://en.wikipedia.org/wiki/2016_Australian_Grand_Prix|Albert Park Grand Prix Circuit|-37.8497|144.968|Melbourne|Australia|2016|1|2016-03-20|05:00:00Z|Australian Grand Prix|83.837|86.57950000000001|86.043|1.7256726431825267|103.27122869377482|102.63129644429071|2.0583664052656085
0|bahrain|http://en.wikipedia.org/wiki/2016_Bahrain_Grand_Prix|Bahrain International Circuit|26.0325|50.5106|Sakhir|Bahrain|2016|2|2016-04-03|15:00:00Z|Bahrain Grand Prix|89.493|91.86168181818182|91.85300000000001|1.3546439485240138|102.64677887452855|102.63707776027177|1.51368704649974
0|shanghai|http://en.wikipedia.org/wiki/2016_Chinese_Grand_Prix|Shanghai International Circuit|31.3389|121.22|Shanghai|China|2016|3|2016-04-17|06:00:00Z|Chinese Grand Prix|95.402|97.5234|97.34|1.3193836838702966|102.22364311020733|102.03140395379552|1.3829727719233325
0|sochi|http://en.wikipedia.org/wiki/2016_Russian_Grand_Prix|Sochi Autodrom|43.4057|39.9578|Sochi|Russia|2016|4|2016-05-01|12:00:00Z|Russian Grand Prix|95.337|97.69200000000001|97.6765|1.1894323976466372|102.47018471317534|102.45392659722877|1.2476083762302523
0|catalunya|http://en.wikipedia.org/wiki/2016_Spanish_Grand_Prix|Circuit de Barcelona-Catalunya|41.57|2.26111|Montmeló|Spain|2016|5|2016-05-15|12:00:00Z|Spanish Grand Prix|82.0|84.10172727272727|84.2755|1.0808005490560337|102.5630820399113|102.775|1.318049450068332
0|monaco|http://en.wikipedia.org/wiki/2016_Monaco_Grand_Prix|Circuit de Monaco|43.7347|7.42056|Monte-Carlo|Monaco|2016|6|2016-05-29|12:00:00Z|Monaco Grand Prix|73.622|75.60038095238096|75.273|1.8795631267981|102.68721435492236|102.24253619841895|2.552991126019532
0|villeneuve|http://en.wikipedia.org/wiki/2016_Canadian_Grand_Prix|Circuit Gilles Villeneuve|45.5|-73.5228|Montreal|Canada|2016|7|2016-06-12|18:00:00Z|Canadian Grand Prix|72.812|74.39014285714285|74.317|1.176800122608522|102.16742138266062|102.06696698346427|1.6162172754608064
0|baku|http://en.wikipedia.org/wiki/2016_European_Grand_Prix|Baku City Circuit|40.3725|49.8533|Baku|Azerbaijan|2016|8|2016-06-19|13:00:00Z|European Grand Prix|102.52|104.8415|104.7895|1.0041559710949872|102.26443620756926|102.21371439719078|0.9794732453130989
0|red_bull_ring|http://en.wikipedia.org/wiki/2016_Austrian_Grand_Prix|Red Bull Ring|47.2197|14.7647|Spielberg|Austria|2016|9|2016-07-03|12:00:00Z|Austrian Grand Prix|66.228|67.44181818181818|67.575|0.6398410990508759|101.83278701126137|102.03388294980977|0.966118709686048
0|silverstone|http://en.wikipedia.org/wiki/2016_British_Grand_Prix|Silverstone Circuit|52.0786|-1.01694|Silverstone|UK|2016|10|2016-07-10|12:00:00Z|British Grand Prix|89.243|91.75014285714286|91.875|1.1666788883713586|102.80934399016489|102.94925092164091|1.3073057700563173
0|hungaroring|http://en.wikipedia.org/wiki/2016_Hungarian_Grand_Prix|Hungaroring|47.5789|19.2486|Budapest|Hungary|2016|11|2016-07-24|12:00:00Z|Hungarian Grand Prix|79.965|89.14072727272728|85.12100000000001|10.945192509267942|111.47467926308671|106.44782092165323|13.68747890860744
0|hockenheimring|http://en.wikipedia.org/wiki/2016_German_Grand_Prix|Hockenheimring|49.3278|8.56583|Hockenheim|Germany|2016|12|2016-07-31|12:00:00Z|German Grand Prix|74.363|75.87072727272728|75.896|0.8651328101631449|102.02752346291469|102.06150908381855|1.1633914852320966
0|spa|http://en.wikipedia.org/wiki/2016_Belgian_Grand_Prix|Circuit de Spa-Francorchamps|50.4372|5.97139|Spa|Belgium|2016|13|2016-08-28|12:00:00Z|Belgian Grand Prix|106.744|108.13347619047619|108.316|0.9237845863104472|101.30169020317412|101.47268230532865|0.8654206197167515
0|monza|http://en.wikipedia.org/wiki/2016_Italian_Grand_Prix|Autodromo Nazionale di Monza|45.6156|9.28111|Monza|Italy|2016|14|2016-09-04|12:00:00Z|Italian Grand Prix|81.135|82.97880952380953|82.967|0.8786420556203556|102.27252051988602|102.25796511986196|1.082938381241579
0|marina_bay|http://en.wikipedia.org/wiki/2016_Singapore_Grand_Prix|Marina Bay Street Circuit|1.2914|103.864|Marina Bay|Singapore|2016|15|2016-09-18|12:00:00Z|Singapore Grand Prix|102.584|105.28340909090907|104.8655|1.763596640501907|102.63141336944271|102.22403103797862|1.7191732048876127
0|sepang|http://en.wikipedia.org/wiki/2016_Malaysian_Grand_Prix|Sepang International Circuit|2.76083|101.738|Kuala Lumpur|Malaysia|2016|16|2016-10-02|07:00:00Z|Malaysian Grand Prix|92.85|94.84009090909093|94.789|1.1873189048516752|102.14333969745925|102.08831448572968|1.2787494936474724
0|suzuka|http://en.wikipedia.org/wiki/2016_Japanese_Grand_Prix|Suzuka Circuit|34.8431|136.541|Suzuka|Japan|2016|17|2016-10-09|05:00:00Z|Japanese Grand Prix|90.647|92.21595454545455|92.3475|0.9119574174098428|101.7308400117539|101.87595838803269|1.0060536117133976
0|americas|http://en.wikipedia.org/wiki/2016_United_States_Grand_Prix|Circuit of the Americas|30.1328|-97.6411|Austin|USA|2016|18|2016-10-23|19:00:00Z|United States Grand Prix|94.999|97.22586363636361|97.381|1.1485986615356059|102.34409166029499|102.50739481468227|1.2090639496580036
0|rodriguez|http://en.wikipedia.org/wiki/2016_Mexican_Grand_Prix|Autódromo Hermanos Rodríguez|19.4042|-99.0907|Mexico City|Mexico|2016|19|2016-10-30|19:00:00Z|Mexican Grand Prix|78.704|80.32133333333334|80.282|1.0697362447507015|102.05495696957377|102.00498068713154|1.3591891705004848
0|interlagos|http://en.wikipedia.org/wiki/2016_Brazilian_Grand_Prix|Autódromo José Carlos Pace|-23.7036|-46.6997|São Paulo|Brazil|2016|20|2016-11-13|16:00:00Z|Brazilian Grand Prix|70.736|72.40936363636365|72.4255|0.9031423209816114|102.36564639838785|102.38845849355349|1.2767788975650483
0|yas_marina|http://en.wikipedia.org/wiki/2016_Abu_Dhabi_Grand_Prix|Yas Marina Circuit|24.4672|54.6031|Abu Dhabi|UAE|2016|21|2016-11-27|13:00:00Z|Abu Dhabi Grand Prix|98.755|100.99840909090909|101.12100000000001|1.163919963665106|102.2716916519762|102.39582805933877|1.1785934521443022
0|albert_park|http://en.wikipedia.org/wiki/2017_Australian_Grand_Prix|Albert Park Grand Prix Circuit|-37.8497|144.968|Melbourne|Australia|2017|1|2017-03-26|05:00:00Z|Australian Grand Prix|82.188|84.89635000000001|84.7435|1.707476324101866|103.29531075096119|103.10933469606267|2.0775250938115866
0|shanghai|http://en.wikipedia.org/wiki/2017_Chinese_Grand_Prix|Shanghai International Circuit|31.3389|121.22|Shanghai|China|2017|2|2017-04-09|06:00:00Z|Chinese Grand Prix|91.678|93.90365|94.06800000000001|1.2499870851964408|102.42768166844829|102.60695041340344|1.3634537023020126
0|bahrain|http://en.wikipedia.org/wiki/2017_Bahrain_Grand_Prix|Bahrain International Circuit|26.0325|50.5106|Sakhir|Bahrain|2017|3|2017-04-16|15:00:00Z|Bahrain Grand Prix|88.769|90.83099999999999|90.911|1.3178909387031204|102.32288298843065|102.41300453987314|1.4846297003493547
0|sochi|http://en.wikipedia.org/wiki/2017_Russian_Grand_Prix|Sochi Autodrom|43.4057|39.9578|Sochi|Russia|2017|4|2017-04-30|12:00:00Z|Russian Grand Prix|93.194|95.535|95.5995|1.3752727959055588|102.51196428954651|102.5811747537395|1.4757095906448454
0|catalunya|http://en.wikipedia.org/wiki/2017_Spanish_Grand_Prix|Circuit de Barcelona-Catalunya|41.57|2.26111|Montmeló|Spain|2017|5|2017-05-14|12:00:00Z|Spanish Grand Prix|79.149|81.06844999999998|81.2755|1.1816329234535867|102.42510960340626|102.68670482254986|1.492922113297185
0|monaco|http://en.wikipedia.org/wiki/2017_Monaco_Grand_Prix|Circuit de Monaco|43.7347|7.42056|Monte-Carlo|Monaco|2017|6|2017-05-28|12:00:00Z|Monaco Grand Prix|72.178|73.53740000000002|73.4845|0.9264119465641851|101.88339937377039|101.8101083432625|1.2835101368341968
0|villeneuve|http://en.wikipedia.org/wiki/2017_Canadian_Grand_Prix|Circuit Gilles Villeneuve|45.5|-73.5228|Montreal|Canada|2017|7|2017-06-11|18:00:00Z|Canadian Grand Prix|71.459|73.2909|73.47|0.9525904239438228|102.56356792006605|102.81420115030997|1.333058710510676
0|baku|http://en.wikipedia.org/wiki/2017_Azerbaijan_Grand_Prix|Baku City Circuit|40.3725|49.8533|Baku|Azerbaijan|2017|8|2017-06-25|13:00:00Z|Azerbaijan Grand Prix|100.593|102.92147368421054|102.735|1.31583642044903|102.31474723311813|102.12937281918224|1.3080795089608928
0|red_bull_ring|http://en.wikipedia.org/wiki/2017_Austrian_Grand_Prix|Red Bull Ring|47.2197|14.7647|Spielberg|Austria|2017|9|2017-07-09|12:00:00Z|Austrian Grand Prix|64.251|65.58805|65.5735|0.8279514017647467|102.08097928436909|102.05833372243232|1.2886202576843113
0|silverstone|http://en.wikipedia.org/wiki/2017_British_Grand_Prix|Silverstone Circuit|52.0786|-1.01694|Silverstone|UK|2017|10|2017-07-16|12:00:00Z|British Grand Prix|86.6|92.4874|89.87100000000001|6.1746048703753615|106.79838337182449|103.7771362586605|7.130028718678249
0|hungaroring|http://en.wikipedia.org/wiki/2017_Hungarian_Grand_Prix|Hungaroring|47.5789|19.2486|Budapest|Hungary|2017|11|2017-07-30|12:00:00Z|Hungarian Grand Prix|76.276|78.0757|78.363|1.2024006732147843|102.35945775866591|102.7361162095548|1.5763813954779835
0|spa|http://en.wikipedia.org/wiki/2017_Belgian_Grand_Prix|Circuit de Spa-Francorchamps|50.4372|5.97139|Spa|Belgium|2017|12|2017-08-27|12:00:00Z|Belgian Grand Prix|102.553|104.93095000000001|105.048|1.4401849835497211|102.31875225493161|102.43288836016498|1.4043323779408934
0|monza|http://en.wikipedia.org/wiki/2017_Italian_Grand_Prix|Autodromo Nazionale di Monza|45.6156|9.28111|Monza|Italy|2017|13|2017-09-03|12:00:00Z|Italian Grand Prix|94.66|98.2242|97.58099999999999|2.283253048658981|103.76526515951828|103.08578068878089|2.412056886392332
0|marina_bay|http://en.wikipedia.org/wiki/2017_Singapore_Grand_Prix|Marina Bay Street Circuit|1.2914|103.864|Marina Bay|Singapore|2017|14|2017-09-17|12:00:00Z|Singapore Grand Prix|99.491|102.08000000000001|101.9665|1.8727837990261258|102.60224542923481|102.48816475862138|1.8823650370647866
0|sepang|http://en.wikipedia.org/wiki/2017_Malaysian_Grand_Prix|Sepang International Circuit|2.76083|101.738|Kuala Lumpur|Malaysia|2017|15|2017-10-01|07:00:00Z|Malaysian Grand Prix|90.076|91.87005263157894|91.704|1.1529190717326683|101.99170992448481|101.80736267152182|1.2799403522943609
0|suzuka|http://en.wikipedia.org/wiki/2017_Japanese_Grand_Prix|Suzuka Circuit|34.8431|136.541|Suzuka|Japan|2017|16|2017-10-08|05:00:00Z|Japanese Grand Prix|87.319|89.6309|89.7635|1.3614949175543467|102.64764827815252|102.79950526231404|1.5592195484995768
0|americas|http://en.wikipedia.org/wiki/2017_United_States_Grand_Prix|Circuit of the Americas|30.1328|-97.6411|Austin|USA|2017|17|2017-10-22|19:00:00Z|United States Grand Prix|93.108|95.16184999999999|95.081|1.3922705149654309|102.2058791940542|102.11904455041457|1.495328559270345
0|rodriguez|http://en.wikipedia.org/wiki/2017_Mexican_Grand_Prix|Autódromo Hermanos Rodríguez|19.4042|-99.0907|Mexico City|Mexico|2017|18|2017-10-29|19:00:00Z|Mexican Grand Prix|76.488|77.971|77.753|0.9825595260452282|101.93886622738206|101.65385419935153|1.2845930421049436
0|interlagos|http://en.wikipedia.org/wiki/2017_Brazilian_Grand_Prix|Autódromo José Carlos Pace|-23.7036|-46.6997|São Paulo|Brazil|2017|19|2017-11-12|16:00:00Z|Brazilian Grand Prix|68.322|69.75621052631578|69.768|0.7995578346774874|102.09919283146832|102.11644858171599|1.1702787311224598
0|yas_marina|http://en.wikipedia.org/wiki/2017_Abu_Dhabi_Grand_Prix|Yas Marina Circuit|24.4672|54.6031|Abu Dhabi|UAE|2017|20|2017-11-26|13:00:00Z|Abu Dhabi Grand Prix|96.231|98.4348|98.59299999999999|1.2797805979727033|102.29011441219566|102.45451050077418|1.3299047063552332
0|albert_park|http://en.wikipedia.org/wiki/2018_Australian_Grand_Prix|Albert Park Grand Prix Circuit|-37.8497|144.968|Melbourne|Australia|2018|1|2018-03-25|05:10:00Z|Australian Grand Prix|81.164|83.4099|83.5645|1.2193264275173004|102.76711349859545|102.95759203587797|1.5022995755720552
0|bahrain|http://en.wikipedia.org/wiki/2018_Bahrain_Grand_Prix|Bahrain International Circuit|26.0325|50.5106|Sakhir|Bahrain|2018|2|2018-04-08|15:10:00Z|Bahrain Grand Prix|87.958|89.73035000000002|89.838|1.159438896735469|102.01499579344687|102.13738375133586|1.318173329015515
0|shanghai|http://en.wikipedia.org/wiki/2018_Chinese_Grand_Prix|Shanghai International Circuit|31.3389|121.22|Shanghai|China|2018|3|2018-04-15|06:10:00Z|Chinese Grand Prix|91.095|92.91535|92.9025|1.1304504120971095|101.99829847960919|101.98419232669193|1.2409576948209105
0|baku|http://en.wikipedia.org/wiki/2018_Azerbaijan_Grand_Prix|Baku City Circuit|40.3725|49.8533|Baku|Azerbaijan|2018|4|2018-04-29|12:10:00Z|Azerbaijan Grand Prix|101.498|103.87794736842106|103.351|3.446805678590673|102.34482193582241|101.82565173698003|3.395934578603196
0|catalunya|http://en.wikipedia.org/wiki/2018_Spanish_Grand_Prix|Circuit de Barcelona-Catalunya|41.57|2.26111|Montmeló|Spain|2018|5|2018-05-13|13:10:00Z|Spanish Grand Prix|76.173|77.94652631578946|77.79|1.227604866234382|102.32828734038237|102.12279941711631|1.6116010479229925
0|monaco|http://en.wikipedia.org/wiki/2018_Monaco_Grand_Prix|Circuit de Monaco|43.7347|7.42056|Monte-Carlo|Monaco|2018|6|2018-05-27|13:10:00Z|Monaco Grand Prix|70.81|72.23357894736844|72.221|0.788955801873552|102.01042077018558|101.99265640446265|1.1141869818861063
0|villeneuve|http://en.wikipedia.org/wiki/2018_Canadian_Grand_Prix|Circuit Gilles Villeneuve|45.5|-73.5228|Montreal|Canada|2018|7|2018-06-10|18:10:00Z|Canadian Grand Prix|70.764|72.24763157894736|72.395|1.0868952832380627|102.09659089218724|102.30484427109829|1.5359438178142328
0|ricard|http://en.wikipedia.org/wiki/2018_French_Grand_Prix|Circuit Paul Ricard|43.2506|5.79167|Le Castellet|France|2018|8|2018-06-24|14:10:00Z|French Grand Prix|90.029|91.92120000000003|92.065|1.1418598217958185|102.10176720834397|102.26149351875507|1.268324453004942
0|red_bull_ring|http://en.wikipedia.org/wiki/2018_Austrian_Grand_Prix|Red Bull Ring|47.2197|14.7647|Spielberg|Austria|2018|9|2018-07-01|13:10:00Z|Austrian Grand Prix|63.13|64.50255000000001|64.76050000000001|0.7826647783458489|102.17416442261998|102.58276572152701|1.2397667960491836
0|silverstone|http://en.wikipedia.org/wiki/2018_British_Grand_Prix|Silverstone Circuit|52.0786|-1.01694|Silverstone|UK|2018|10|2018-07-08|13:10:00Z|British Grand Prix|85.892|87.52399999999999|87.8165|1.0498937761395055|101.90006054114468|102.24060448004474|1.2223417502672038
0|hockenheimring|http://en.wikipedia.org/wiki/2018_German_Grand_Prix|Hockenheimring|49.3278|8.56583|Hockenheim|Germany|2018|11|2018-07-22|13:10:00Z|German Grand Prix|71.212|72.94065|72.893|0.9535966418057256|102.42747008931079|102.36055720945907|1.3390954358896339
0|hungaroring|http://en.wikipedia.org/wiki/2018_Hungarian_Grand_Prix|Hungaroring|47.5789|19.2486|Budapest|Hungary|2018|12|2018-07-29|13:10:00Z|Hungarian Grand Prix|76.666|78.19099999999999|78.3715|0.7589347798065398|101.98914773171941|102.2245845616049|0.9899235382132118
0|spa|http://en.wikipedia.org/wiki/2018_Belgian_Grand_Prix|Circuit de Spa-Francorchamps|50.4372|5.97139|Spa|Belgium|2018|13|2018-08-26|13:10:00Z|Belgian Grand Prix|101.501|103.46675|103.487|1.1893355453671113|101.93668042679381|101.956630969153|1.1717476136856901
0|monza|http://en.wikipedia.org/wiki/2018_Italian_Grand_Prix|Autodromo Nazionale di Monza|45.6156|9.28111|Monza|Italy|2018|14|2018-09-02|13:10:00Z|Italian Grand Prix|79.119|81.0889|81.422|1.0009182047657927|102.48979385482627|102.91080524273562|1.2650794433268775
0|marina_bay|http://en.wikipedia.org/wiki/2018_Singapore_Grand_Prix|Marina Bay Street Circuit|1.2914|103.864|Marina Bay|Singapore|2018|15|2018-09-16|12:10:00Z|Singapore Grand Prix|96.015|98.47935|98.5455|1.5517931656465604|102.56663021402906|102.63552569910952|1.6161986831709223
0|sochi|http://en.wikipedia.org/wiki/2018_Russian_Grand_Prix|Sochi Autodrom|43.4057|39.9578|Sochi|Russia|2018|16|2018-09-30|11:10:00Z|Russian Grand Prix|91.387|93.83564999999999|93.53999999999999|1.4458560849617972|102.67942924048278|102.35591495508115|1.5821244651447124
0|suzuka|http://en.wikipedia.org/wiki/2018_Japanese_Grand_Prix|Suzuka Circuit|34.8431|136.541|Suzuka|Japan|2018|17|2018-10-07|05:10:00Z|Japanese Grand Prix|87.76|89.68775000000002|89.80799999999999|0.9576439770823515|102.19661577028259|102.33363719234274|1.09120781344844
0|americas|http://en.wikipedia.org/wiki/2018_United_States_Grand_Prix|Circuit of the Americas|30.1328|-97.6411|Austin|USA|2018|18|2018-10-21|18:10:00Z|United States Grand Prix|92.237|94.29344999999999|94.5455|1.135552936261728|102.22952828040809|102.50279172132659|1.2311251843205326
0|rodriguez|http://en.wikipedia.org/wiki/2018_Mexican_Grand_Prix|Autódromo Hermanos Rodríguez|19.4042|-99.0907|Mexico City|Mexico|2018|19|2018-10-28|19:10:00Z|Mexican Grand Prix|74.759|76.22115|76.247|0.9880733658569026|101.95581802859856|101.99039580518735|1.3216781469213095
0|interlagos|http://en.wikipedia.org/wiki/2018_Brazilian_Grand_Prix|Autódromo José Carlos Pace|-23.7036|-46.6997|São Paulo|Brazil|2018|20|2018-11-11|17:10:00Z|Brazilian Grand Prix|67.281|68.48335|68.545|0.7636530126203981|101.787057267282|101.87868789108364|1.1350203068034024
0|yas_marina|http://en.wikipedia.org/wiki/2018_Abu_Dhabi_Grand_Prix|Yas Marina Circuit|24.4672|54.6031|Abu Dhabi|UAE|2018|21|2018-11-25|13:10:00Z|Abu Dhabi Grand Prix|94.794|96.76079999999999|96.762|1.2847318212886225|102.07481486170012|102.07608076460536|1.3552881208606273
0|albert_park|http://en.wikipedia.org/wiki/2019_Australian_Grand_Prix|Albert Park Grand Prix Circuit|-37.8497|144.968|Melbourne|Australia|2019|1|2019-03-17|05:10:00Z|Australian Grand Prix|80.486|82.41735|82.471|1.2470147205056936|102.3996098700395|102.46626742539075|1.5493560625521172
0|bahrain|http://en.wikipedia.org/wiki/2019_Bahrain_Grand_Prix|Bahrain International Circuit|26.0325|50.5106|Sakhir|Bahrain|2019|2|2019-03-31|15:10:00Z|Bahrain Grand Prix|87.866|89.39230000000002|89.2655|1.0615165467138845|101.73707691257141|101.59276625771061|1.2081084227276613
0|shanghai|http://en.wikipedia.org/wiki/2019_Chinese_Grand_Prix|Shanghai International Circuit|31.3389|121.22|Shanghai|China|2019|3|2019-04-14|06:10:00Z|Chinese Grand Prix|91.547|93.13027777777776|93.153|1.1068851795256809|101.72946986550924|101.75429014604521|1.2090895163420796
0|baku|http://en.wikipedia.org/wiki/2019_Azerbaijan_Grand_Prix|Baku City Circuit|40.3725|49.8533|Baku|Azerbaijan|2019|4|2019-04-28|12:10:00Z|Azerbaijan Grand Prix|100.495|102.25394444444444|102.03800000000001|1.377671200943278|101.75028055569378|101.53539977113289|1.3708853186161305
0|catalunya|http://en.wikipedia.org/wiki/2019_Spanish_Grand_Prix|Circuit de Barcelona-Catalunya|41.57|2.26111|Montmeló|Spain|2019|5|2019-05-12|13:10:00Z|Spanish Grand Prix|75.406|77.43324999999997|77.3185|1.1456032138939782|102.68844654271543|102.53627032331644|1.5192467627164672
0|monaco|http://en.wikipedia.org/wiki/2019_Monaco_Grand_Prix|Circuit de Monaco|43.7347|7.42056|Monte-Carlo|Monaco|2019|6|2019-05-26|13:10:00Z|Monaco Grand Prix|70.166|71.6562|71.5495|0.941675080850471|102.12382065387796|101.97175270073826|1.342067498290437
0|villeneuve|http://en.wikipedia.org/wiki/2019_Canadian_Grand_Prix|Circuit Gilles Villeneuve|45.5|-73.5228|Montreal|Canada|2019|7|2019-06-09|18:10:00Z|Canadian Grand Prix|70.24|71.7881|71.76050000000001|0.9665331916319889|102.20401480637814|102.16472095671983|1.376043837744857
0|ricard|http://en.wikipedia.org/wiki/2019_French_Grand_Prix|Circuit Paul Ricard|43.2506|5.79167|Le Castellet|France|2019|8|2019-06-23|13:10:00Z|French Grand Prix|88.319|90.4303|90.4345|1.304319911516704|102.39053884215176|102.3952943307782|1.4768282153519696
0|red_bull_ring|http://en.wikipedia.org/wiki/2019_Austrian_Grand_Prix|Red Bull Ring|47.2197|14.7647|Spielberg|Austria|2019|9|2019-06-30|13:10:00Z|Austrian Grand Prix|63.003|64.3564|64.316|0.8214329841006026|102.14815167531705|102.08402774471057|1.3037997938202963
0|silverstone|http://en.wikipedia.org/wiki/2019_British_Grand_Prix|Silverstone Circuit|52.0786|-1.01694|Silverstone|UK|2019|10|2019-07-14|13:10:00Z|British Grand Prix|85.093|86.2697|86.346|0.8216202926310663|101.38283995158238|101.47250655165524|0.9655556774717825
0|hockenheimring|http://en.wikipedia.org/wiki/2019_German_Grand_Prix|Hockenheimring|49.3278|8.56583|Hockenheim|Germany|2019|11|2019-07-28|13:10:00Z|German Grand Prix|71.767|72.90547368421053|72.776|0.7914587353896355|101.58634704559273|101.4059386626165|1.1028170822099794
0|hungaroring|http://en.wikipedia.org/wiki/2019_Hungarian_Grand_Prix|Hungaroring|47.5789|19.2486|Budapest|Hungary|2019|12|2019-08-04|13:10:00Z|Hungarian Grand Prix|74.572|76.1667|76.0815|1.0441566781001066|102.13847020329347|102.02421820522446|1.4001993752348145
0|spa|http://en.wikipedia.org/wiki/2019_Belgian_Grand_Prix|Circuit de Spa-Francorchamps|50.4372|5.97139|Spa|Belgium|2019|13|2019-09-01|13:10:00Z|Belgian Grand Prix|102.519|104.79136842105264|104.738|1.336431783624103|102.21653393132262|102.16447682868541|1.3035942446025612
0|monza|http://en.wikipedia.org/wiki/2019_Italian_Grand_Prix|Autodromo Nazionale di Monza|45.6156|9.28111|Monza|Italy|2019|14|2019-09-08|13:10:00Z|Italian Grand Prix|79.307|80.40678947368421|80.508|0.8114008859132561|101.38674956017024|101.51436821465948|1.0231138309521928
0|marina_bay|http://en.wikipedia.org/wiki/2019_Singapore_Grand_Prix|Marina Bay Street Circuit|1.2914|103.864|Marina Bay|Singapore|2019|15|2019-09-22|12:10:00Z|Singapore Grand Prix|96.217|98.46168421052633|98.52|1.5436152389270963|102.33293930441222|102.39354791772763|1.6043061402112893
0|sochi|http://en.wikipedia.org/wiki/2019_Russian_Grand_Prix|Sochi Autodrom|43.4057|39.9578|Sochi|Russia|2019|16|2019-09-29|11:10:00Z|Russian Grand Prix|91.628|94.15605|93.775|2.1271206254613673|102.7590365390492|102.34317020997948|2.321474467915232
0|suzuka|http://en.wikipedia.org/wiki/2019_Japanese_Grand_Prix|Suzuka Circuit|34.8431|136.541|Suzuka|Japan|2019|17|2019-10-13|05:10:00Z|Japanese Grand Prix|87.064|88.72077777777778|88.9615|1.085460843066237|101.90294240762861|102.17943122300838|1.2467390001220233
0|rodriguez|http://en.wikipedia.org/wiki/2019_Mexican_Grand_Prix|Autódromo Hermanos Rodríguez|19.4042|-99.0907|Mexico City|Mexico|2019|18|2019-10-27|19:10:00Z|Mexican Grand Prix|74.758|76.7561|76.6365|1.4671659361539613|102.67275743064287|102.51277455255625|1.9625537549880467
0|americas|http://en.wikipedia.org/wiki/2019_United_States_Grand_Prix|Circuit of the Americas|30.1328|-97.6411|Austin|USA|2019|19|2019-11-03|19:10:00Z|United States Grand Prix|92.029|93.57985|93.684|1.207266301892094|101.68517532516925|101.7983461734888|1.3118324679091309
0|interlagos|http://en.wikipedia.org/wiki/2019_Brazilian_Grand_Prix|Autódromo José Carlos Pace|-23.7036|-46.6997|São Paulo|Brazil|2019|20|2019-11-17|17:10:00Z|Brazilian Grand Prix|67.503|68.72357894736842|68.858|0.8458532388980895|101.80818474344608|102.00731819326549|1.2530602179134114
0|yas_marina|http://en.wikipedia.org/wiki/2019_Abu_Dhabi_Grand_Prix|Yas Marina Circuit|24.4672|54.6031|Abu Dhabi|UAE|2019|21|2019-12-01|13:10:00Z|Abu Dhabi Grand Prix|94.779|96.75450000000001|96.8355|1.3069652876637152|102.08432247649797|102.16978444592156|1.3789608327411282
0|red_bull_ring|http://en.wikipedia.org/wiki/2020_Austrian_Grand_Prix|Red Bull Ring|47.2197|14.7647|Spielberg|Austria|2020|1|2020-07-05|13:10:00Z|Austrian Grand Prix|62.939|64.26169999999999|64.11449999999999|0.7697578635006299|102.10155865202813|101.86768140580563|1.223022074549373
0|red_bull_ring|http://en.wikipedia.org/wiki/2020_Styrian_Grand_Prix|Red Bull Ring|47.2197|14.7647|Spielberg|Austria|2020|2|2020-07-12|13:10:00Z|Styrian Grand Prix|77.825|79.57515789473685|79.545|1.2356441533403586|102.2488376418077|102.21008673305494|1.5877213663223393
0|hungaroring|http://en.wikipedia.org/wiki/2020_Hungarian_Grand_Prix|Hungaroring|47.5789|19.2486|Budapest|Hungary|2020|3|2020-07-19|13:10:00Z|Hungarian Grand Prix|73.447|75.32660000000001|75.5465|0.9173646694974167|102.55912426647785|102.85852383351259|1.24901584747834
0|silverstone|http://en.wikipedia.org/wiki/2020_British_Grand_Prix|Silverstone Circuit|52.0786|-1.01694|Silverstone|UK|2020|4|2020-08-02|13:10:00Z|British Grand Prix|84.303|86.27704999999997|86.333|0.9192872224546695|102.34161299123399|102.40798073615412|1.0904561195386542
0|silverstone|http://en.wikipedia.org/wiki/70th_Anniversary_Grand_Prix|Silverstone Circuit|52.0786|-1.01694|Silverstone|UK|2020|5|2020-08-09|13:10:00Z|70th Anniversary Grand Prix|85.154|86.9633|86.8945|0.9834050993734416|102.12473870869248|102.04394391338046|1.1548548504749545
0|catalunya|http://en.wikipedia.org/wiki/2020_Spanish_Grand_Prix|Circuit de Barcelona-Catalunya|41.57|2.26111|Montmeló|Spain|2020|6|2020-08-16|13:10:00Z|Spanish Grand Prix|75.584|77.15839999999999|77.126|0.8388112139400486|102.08298052497884|102.04011430990685|1.1097735154795314
0|spa|http://en.wikipedia.org/wiki/2020_Belgian_Grand_Prix|Circuit de Spa-Francorchamps|50.4372|5.97139|Spa|Belgium|2020|7|2020-08-30|13:10:00Z|Belgian Grand Prix|101.252|102.83720000000001|102.6935|0.8572226634526411|101.56559870422312|101.4236755817169|0.8466229441913637
0|monza|http://en.wikipedia.org/wiki/2020_Italian_Grand_Prix|Autodromo Nazionale di Monza|45.6156|9.28111|Monza|Italy|2020|8|2020-09-06|13:10:00Z|Italian Grand Prix|78.887|80.29419999999999|80.1165|0.8016331094118202|101.7838173590072|101.55855844435712|1.016178976779215
